,sounding_id,latitude,longitude,orbit,slope,intercept,amplitude,sigma,delta,R,windspeed_u,windspeed_v,surface_pressure,tcwv,gCO2_per_s,ktCO2_per_h,date,geometry,index_cities,number_cities,index_plants,number_plants
0,2018070103240278,19.15138816833496,148.7941436767578,21259,-0.003731329131645136,406.8572764097619,16.412245230817856,9.255736537344855,0.7074032965904051,0.515077457279016,-7.971257209777832,-2.175149917602539,1015.7676391601562,49.26907348632813,2123411.256412249,7.644280523084097,2018-07-01 03:24:02.780,"POLYGON ((147.1615958973202 18.71971731363409, 148.0902629649221 17.68557480315679, 154.2560057379611 15.39806864232077, 155.4072798785056 20.72797755875417, 151.7480393185895 24.9818202241084, 147.39208499616 20.06466179998603, 147.1615958973202 18.71971731363409))",[nan],0,[nan],0
1,2018070103240304,19.19569206237793,148.8278350830078,21259,-0.0047910798512197615,406.8618063583409,16.371914692056038,9.661771426164504,0.676009470074929,0.5605492226244564,-8.005037307739258,-2.1513471603393555,1014.8436279296876,45.22033309936523,2124128.9680346195,7.646864284924629,2018-07-01 03:24:03.040,"POLYGON ((147.1878965996517 18.76858784580195, 148.1156556861738 17.72778711319214, 154.2927437512992 15.41001257192292, 155.4701046199613 20.75242434302474, 151.8171061655479 25.03369515873841, 147.424593099207 20.11697548550981, 147.1878965996517 18.76858784580195))",[nan],0,[nan],0
2,2018070105163033,67.06996154785156,105.1395034790039,21260,0.0077744055796451295,403.60820544106423,15.093661127761106,11.397945962657428,0.5282969062709579,0.6486179740945678,0.5436272025108337,-0.2660755813121796,964.5240478515624,19.594158172607425,39298.865013271185,0.1414759140477763,2018-07-01 05:16:30.330,"POLYGON ((105.4089028399568 67.01819928485421, 105.4147992958176 67.11725636052566, 104.8447194053075 67.52481335675429, 104.0504641147181 67.27240728506507, 104.0491233512279 66.87607626734197, 105.211478602387 66.95616131954411, 105.4089028399568 67.01819928485421))",[nan],0,[nan],0
3,2018070105163134,67.12134552001953,105.10163879394531,21260,0.008162496887119446,403.564717567428,26.63471317888121,17.184178072031013,0.6183428249451969,0.6650170326448449,0.5420006513595581,-0.25341498851776123,965.4262084960938,19.102174758911133,72186.37994563657,0.2598709678042917,2018-07-01 05:16:31.340,"POLYGON ((105.3708280301756 67.07203649852258, 105.3721778591752 67.16998341486186, 104.7887553584489 67.56889132028481, 104.0139745693365 67.31399609999241, 104.0304151135987 66.92225819324686, 105.178057766349 67.00936153452807, 105.3708280301756 67.07203649852258))",[nan],0,[nan],0
4,2018070105163171,67.15464019775389,105.01274871826172,21260,0.008618535074924839,403.5813518615602,29.782399280610992,23.77902773026066,0.4996612317211296,0.637052773392385,0.5389916896820068,-0.2370206564664841,964.4381713867188,18.93324089050293,84585.30241292813,0.30450708868654125,2018-07-01 05:16:31.710,"POLYGON ((105.2808466299872 67.10850878189082, 105.2764417362863 67.20488414511905, 104.6779861602399 67.59219158501534, 103.9301913998146 67.33462600677345, 103.9689868408438 66.94936136751255, 105.0945512071725 67.04514151717868, 105.2808466299872 67.10850878189082))",[nan],0,[nan],0
5,2018070105163306,67.20514678955078,105.04473114013672,21260,0.009164258096007216,403.60822111091363,29.778242731571485,18.804388621723614,0.6317567829860989,0.6704253100382435,0.53791743516922,-0.2356584519147873,963.313720703125,18.452587127685547,84189.46932882184,0.3030820895837586,2018-07-01 05:16:33.060,"POLYGON ((105.3128569382217 67.15927984120684, 105.3081103002727 67.25540151019656, 104.7085525423135 67.64137727926338, 103.9620954261832 67.38408181081539, 104.002240311601 66.99984262196391, 105.1268806976254 67.09597764025693, 105.3128569382217 67.15927984120684))",[nan],0,[nan],0
6,2018070105163376,67.24277496337889,105.0040054321289,21260,0.009278845654910654,403.6344528284631,30.031680237151647,13.651150498549907,0.877648151294544,0.6282431132477889,0.5348687767982483,-0.2268433719873429,963.1275634765624,18.785812377929688,86613.9909391314,0.31181036738087303,2018-07-01 05:16:33.760,"POLYGON ((105.2710465306009 67.19861764546106, 105.2634376072301 67.2936812498874, 104.6576140199752 67.67278379105439, 103.926114691939 67.41491561461858, 103.9772910049889 67.0349978382002, 105.0886747807121 67.13515480724737, 105.2710465306009 67.19861764546106))",[nan],0,[nan],0
7,2018070105163577,67.35045623779297,104.9034423828125,21260,0.009495514437742693,403.7440678573211,27.445475625411657,21.897194825581735,0.5000257210988568,0.6498726972351462,0.5279591083526611,-0.2107235491275788,966.91748046875,18.88445472717285,81984.39941963303,0.2951438379106789,2018-07-01 05:16:35.770,"POLYGON ((105.1682512235262 67.30942608799658, 105.1556010126206 67.40235578904307, 104.5394660347377 67.76829525638551, 103.8352095929952 67.51018237027738, 103.9057675950878 67.13895086052656, 104.9924567129122 67.2458672509231, 105.1682512235262 67.30942608799658))",[nan],0,[nan],0
8,2018070105163605,67.37924194335939,104.83749389648438,21260,0.00917902147443638,403.8181470593618,22.70837968556485,20.01406092098459,0.452648406125424,0.6122487779600478,0.5247247815132141,-0.20464712381362915,965.6644287109376,18.469614028930664,68270.09122770918,0.24577232841975302,2018-07-01 05:16:36.050,"POLYGON ((105.1010098055327 67.33939114623416, 105.0865652127732 67.43142290270244, 104.4678728788299 67.79212213701105, 103.7747261030211 67.53429896818483, 103.8521039532411 67.16670998384558, 104.9279096238545 67.27588891396279, 105.1010098055327 67.33939114623416))",[nan],0,[nan],0
9,2018070105163838,67.49563598632811,104.7597427368164,21260,0.009561787698596436,403.9797492334903,13.111981312308625,32.44848412944153,0.16120702910023432,0.6580040163893415,0.5136986970901489,-0.18971805274486545,963.2760620117188,18.48224639892578,39591.71741951224,0.14253018271024406,2018-07-01 05:16:38.380,"POLYGON ((105.0190135987696 67.45868488330439, 105.000654757695 67.54805196260753, 104.3795535358291 67.89451086694173, 103.7146817201642 67.63925281524141, 103.8067322719644 67.28242391401101, 104.8528013828677 67.39577747287431, 105.0190135987696 67.45868488330439))",[nan],0,[nan],0
10,2018070105165036,68.178955078125,103.94061279296876,21260,0.005473230267625494,404.5050583977213,21.643844676907577,12.719269101455145,0.6788632808367957,0.5016263209237345,0.22261124849319452,0.35478091239929205,978.4869995117188,17.21710205078125,135852.26079615825,0.4890681388661696,2018-07-01 05:16:50.360,"POLYGON ((104.0568302551524 68.24761954661425, 103.8734053203092 68.25612822302992, 103.0785778097481 68.1321555501694, 103.4826199189711 67.9034896364451, 104.2049851955068 67.86998759132213, 104.1566576180214 68.18995326579417, 104.0568302551524 68.24761954661425))",[nan],0,[nan],0
11,2018070108274232,44.034828186035156,69.19606018066406,21262,-0.007650167755094067,404.9282517410491,12.544734758310568,9.10712959791452,0.5495282610953032,0.6332868860802151,6.57288932800293,-1.373496413230896,955.1864013671876,20.61081314086914,1065394.196935303,3.8354191089670913,2018-07-01 08:27:42.320,"POLYGON ((70.95904249506235 43.75417567792696, 70.63756968603158 44.83294452908965, 65.48348421962612 48.57767062209538, 61.99969333298964 44.87824500518052, 63.80286188533217 40.67347183370692, 70.03487313567986 42.88115592291946, 70.95904249506235 43.75417567792696))",[nan],0,[nan],0
12,2018070108274502,44.193504333496094,69.13945770263672,21262,-0.007614512826600684,404.8589584917932,1.6231306916773804,18.38402513416682,0.035222724882152195,0.7042013281016228,6.617866516113281,-1.4677729606628418,964.0343627929688,17.981115341186523,139352.7962633166,0.5016700665479398,2018-07-01 08:27:45.020,"POLYGON ((70.91866211103184 43.89427416565635, 70.61250386401488 44.98611674606344, 65.46072779150302 48.81118838253214, 61.86493528867292 45.10545426393795, 63.62840115617468 40.84670126029316, 69.96870005088178 43.02145185200228, 70.91866211103184 43.89427416565635))",[nan],0,[nan],0
13,2018070108280875,45.5769157409668,68.65351867675781,21262,0.008841906843671489,405.0587550443576,5.8782122071862695,31.322779821464085,0.07486779257731976,0.5012847385173049,0.6378247141838074,-2.2697882652282715,974.238037109375,25.65705299377441,16234.164397160224,0.0584429918297768,2018-07-01 08:28:08.750,"POLYGON ((68.82866218221901 45.13564362118306, 69.2461699230774 45.38678220660538, 70.16521395814104 47.08091455266374, 67.92442785989316 47.3388473613419, 66.24325712203469 46.30602675954569, 68.28824521670393 45.19781303907801, 68.82866218221901 45.13564362118306))",[nan],0,[4069.0],1
14,2018070108280903,45.6138801574707,68.63264465332031,21262,0.0072835601089486016,405.03147507903464,11.077863072126474,14.534862072365069,0.3040570962397747,0.5996205064062243,0.4506614804267883,-2.3834927082061768,977.2046508789062,25.318490982055664,66825.04760540093,0.2405701713794433,2018-07-01 08:28:09.030,"POLYGON ((68.75642620422762 45.15057904278315, 69.2160852290442 45.38172502463584, 70.3796665706155 47.05994177295998, 68.11627612806208 47.46529819080693, 66.25072401390817 46.5118769405653, 68.20998125493591 45.24824200467091, 68.75642620422762 45.15057904278315))",[nan],0,[4069.0],1
15,2018070108281036,45.66740036010742,68.62355804443361,21262,0.00601772264819296,404.9720929802008,17.942674331925126,17.10313224368215,0.4185251749499068,0.5651932777532716,0.19225221872329712,-2.493436336517334,975.4685668945312,25.21971893310547,184358.70343092078,0.6636913323513147,2018-07-01 08:28:10.360,"POLYGON ((68.67639296030637 45.18279041305301, 69.1844299379335 45.38315302280051, 70.65345026379767 47.0099147369444, 68.40269357191934 47.60517025260752, 66.32273292715738 46.77587643196649, 68.13134557009326 45.32622402728863, 68.67639296030637 45.18279041305301))",[nan],0,[4069.0],1
16,2018070108281332,45.88033676147461,68.5306396484375,21262,0.005451532241626585,405.0065727614376,34.89123137355554,21.61504018438133,0.6439769388094094,0.5238494243909035,-0.8810750246047974,-3.08646821975708,973.1552124023438,26.75448989868164,995717.3116854869,3.5845823220677526,2018-07-01 08:28:13.320,"POLYGON ((68.28808890930257 45.28024081814073, 69.02633954504579 45.36251990172312, 71.85149104660601 46.85011844505665, 69.55591969849692 48.27459481885013, 66.45198580773132 47.92840072942293, 67.71891681012579 45.62305579065254, 68.28808890930257 45.28024081814073))",[nan],0,"[4069.0, 4079.0]",2
